1	0	0	0.8	0.8
1	1	0	0.8	0.8
1	2	0	0.8	0.8
1	3	0	0.8	0.8
1	4	0	0.8	0.8
1	5	0	0.8	0.8
1	6	0	0.8	0.8
1	7	0	0.8	0.8
1	8	0	0.8	0.8
1	9	0	0.8	0.8
1	10	0	0.8	0.8
1	11	0	0.8	0.8
1	12	0	0.8	0.8
1	13	0	0.8	0.8
1	14	0	0.8	0.8
1	15	0	0.8	0.8
1	16	0	0.8	0.8
1	17	0	0.8	0.8
1	18	0	0.8	0.8
1	19	0	0.8	0.8
2	0	1	0.999722	0.999754
2	1	1	0.999722	0.999754
2	2	1	0.999722	0.999754
2	3	1	0.999722	0.999754
2	4	1	0.999722	0.999754
2	5	1	0.999722	0.999754
2	6	1	0.999722	0.999754
2	7	1	0.999722	0.999754
2	8	1	0.999722	0.999754
2	9	1	0.999722	0.999754
2	10	1	0.999722	0.999754
2	11	1	0.999722	0.999754
2	12	1	0.999722	0.999754
2	13	1	0.999722	0.999754
2	14	1	0.999722	0.999754
2	15	1	0.999722	0.999754
2	16	1	0.999722	0.999754
2	17	1	0.999722	0.999754
2	18	1	0.999722	0.999754
2	19	1	0.999722	0.999754
3	0	0	0.999584	0.999584
3	1	0	0.999584	0.999584
3	2	0	0.999584	0.999584
3	3	0	0.999584	0.999584
3	4	0	0.999584	0.999584
3	5	0	0.999584	0.999584
3	6	0	0.999584	0.999584
3	7	0	0.999584	0.999584
3	8	0	0.999584	0.999584
3	9	0	0.999584	0.999584
3	10	0	0.999584	0.999584
3	11	0	0.999584	0.999584
3	12	0	0.999584	0.999584
3	13	0	0.999584	0.999584
3	14	0	0.999584	0.999584
3	15	0	0.999584	0.999584
3	16	0	0.999584	0.999584
3	17	0	0.999584	0.999584
3	18	0	0.999584	0.999584
3	19	0	0.999584	0.999584
4	0	0	0.999548	0.9996
4	1	0	0.999548	0.9996
4	2	0	0.999548	0.9996
4	3	0	0.999548	0.9996
4	4	0	0.999548	0.9996
4	5	0	0.999548	0.9996
4	6	0	0.999548	0.9996
4	7	0	0.999548	0.9996
4	8	0	0.999548	0.9996
4	9	0	0.999548	0.9996
4	10	0	0.999548	0.9996
4	11	0	0.999548	0.9996
4	12	0	0.999548	0.9996
4	13	0	0.999548	0.9996
4	14	0	0.999548	0.9996
4	15	0	0.999548	0.9996
4	16	0	0.999548	0.9996
4	17	0	0.999548	0.9996
4	18	0	0.999548	0.9996
4	19	0	0.999548	0.9996
5	0	1	0.999507	0.999616
5	1	1	0.999507	0.999616
5	2	1	0.999507	0.999616
5	3	1	0.999507	0.999616
5	4	1	0.999507	0.999616
5	5	1	0.999507	0.999616
5	6	1	0.999507	0.999616
5	7	1	0.999507	0.999616
5	8	1	0.999507	0.999616
5	9	1	0.999507	0.999616
5	10	1	0.999507	0.999616
5	11	1	0.999507	0.999616
5	12	1	0.999507	0.999616
5	13	1	0.999507	0.999616
5	14	1	0.999507	0.999616
5	15	1	0.999507	0.999616
5	16	1	0.999507	0.999616
5	17	1	0.999507	0.999616
5	18	1	0.999507	0.999616
5	19	1	0.999507	0.999616
6	0	0	0.999528	0.999584
6	1	0	0.999528	0.999584
6	2	0	0.999528	0.999584
6	3	0	0.999528	0.999584
6	4	0	0.999528	0.999584
6	5	0	0.999528	0.999584
6	6	0	0.999528	0.999584
6	7	0	0.999528	0.999584
6	8	0	0.999528	0.999584
6	9	0	0.999528	0.999584
6	10	0	0.999528	0.999584
6	11	0	0.999528	0.999584
6	12	0	0.999528	0.999584
6	13	0	0.999528	0.999584
6	14	0	0.999528	0.999584
6	15	0	0.999528	0.999584
6	16	0	0.999528	0.999584
6	17	0	0.999528	0.999584
6	18	0	0.999528	0.999584
6	19	0	0.999528	0.999584
7	0	0	0.999484	0.9996
7	1	0	0.999484	0.9996
7	2	0	0.999484	0.9996
7	3	0	0.999484	0.9996
7	4	0	0.999484	0.9996
